,pclass,sibsp,parch,survived,age_fill,fare_fill,sex_level,embarked_Q,embarked_S
564,2,0,0,1,40.0,13.0,1,False,True
565,2,0,0,0,25.0,13.0,0,False,True
566,2,0,0,0,41.0,15.0458,0,False,False
567,2,0,0,0,25.0,10.5,0,False,True
568,2,0,0,0,18.5,13.0,0,False,True
569,2,0,0,0,14.0,65.0,0,False,True
570,2,0,0,1,50.0,10.5,1,False,True
571,2,0,0,0,23.0,13.0,0,False,True
572,2,0,0,1,28.0,12.65,1,False,True
573,2,0,0,1,27.0,10.5,1,False,True
574,2,1,0,0,29.0,21.0,0,False,True
575,2,1,0,0,27.0,21.0,1,False,True
576,2,0,0,0,40.0,13.0,0,False,True
577,2,0,0,1,31.0,21.0,1,False,True
578,2,1,0,0,30.0,21.0,0,False,True
579,2,1,0,0,23.0,10.5,0,False,True
580,2,0,0,1,31.0,21.0,1,False,True
581,2,0,0,0,29.8811345124283,0.0,0,False,True
582,2,0,0,1,12.0,15.75,1,False,True
583,2,0,0,1,40.0,15.75,1,False,True
584,2,0,0,1,32.5,13.0,1,False,True
585,2,1,0,0,27.0,26.0,0,False,True
586,2,1,0,1,29.0,26.0,1,False,True
587,2,1,1,1,2.0,23.0,0,False,True
588,2,1,1,1,4.0,23.0,1,False,True
589,2,0,2,1,29.0,23.0,1,False,True
590,2,1,2,1,0.9167,27.75,1,False,True
591,2,1,2,1,5.0,27.75,1,False,True
592,2,1,2,0,36.0,27.75,0,False,True
593,2,1,2,1,33.0,27.75,1,False,True
594,2,0,0,0,66.0,10.5,0,False,True
595,2,0,0,0,29.8811345124283,12.875,0,False,True
596,2,0,0,1,31.0,13.0,0,False,True
597,2,0,0,1,29.8811345124283,13.0,0,False,True
598,2,0,0,1,26.0,13.5,1,False,True
599,2,0,0,0,24.0,13.0,1,False,True
600,3,0,0,0,42.0,7.55,0,False,True
601,3,0,2,0,13.0,20.25,0,False,True
602,3,1,1,0,16.0,20.25,0,False,True
603,3,1,1,1,35.0,20.25,1,False,True
604,3,0,0,1,16.0,7.65,1,False,True
605,3,0,0,1,25.0,7.65,0,False,True
606,3,0,0,1,20.0,7.925,0,False,True
607,3,0,0,1,18.0,7.2292,1,False,False
608,3,0,0,0,30.0,7.25,0,False,True
609,3,0,0,0,26.0,8.05,0,False,True
610,3,1,0,0,40.0,9.475,1,False,True
611,3,0,1,1,0.8333,9.35,0,False,True
612,3,0,1,1,18.0,9.35,1,False,True
613,3,0,0,1,26.0,18.7875,0,False,False
614,3,0,0,0,26.0,7.8875,0,False,True
615,3,0,0,0,20.0,7.925,0,False,True
616,3,0,0,0,24.0,7.05,0,False,True
617,3,0,0,0,25.0,7.05,0,False,True
618,3,0,0,0,35.0,8.05,0,False,True
619,3,0,0,0,18.0,8.3,0,False,True
620,3,0,0,0,32.0,22.525,0,False,True
621,3,1,0,1,19.0,7.8542,1,False,True
622,3,4,2,0,4.0,31.275,0,False,True
623,3,4,2,0,6.0,31.275,1,False,True
624,3,4,2,0,2.0,31.275,1,False,True
625,3,4,2,1,17.0,7.925,1,False,True
626,3,4,2,0,38.0,7.775,1,False,True
627,3,4,2,0,9.0,31.275,1,False,True
628,3,4,2,0,11.0,31.275,1,False,True
629,3,1,5,0,39.0,31.275,0,False,True
630,3,0,0,1,27.0,7.7958,0,False,True
631,3,0,0,0,26.0,7.775,0,False,True
632,3,1,5,0,39.0,31.275,1,False,True
633,3,0,0,0,20.0,7.8542,0,False,True
634,3,0,0,0,26.0,7.8958,0,False,True
635,3,1,0,0,25.0,17.8,0,False,True
636,3,1,0,0,18.0,17.8,1,False,True
637,3,0,0,0,24.0,7.775,0,False,True
638,3,0,0,0,35.0,7.05,0,False,True
639,3,4,2,0,5.0,31.3875,0,False,True
640,3,4,2,0,9.0,31.3875,0,False,True
641,3,4,2,1,3.0,31.3875,0,False,True
642,3,4,2,0,13.0,31.3875,0,False,True
643,3,4,2,1,5.0,31.3875,1,False,True
644,3,1,5,0,40.0,31.3875,0,False,True
645,3,0,0,1,23.0,7.7958,0,False,True
646,3,1,5,1,38.0,31.3875,1,False,True
647,3,0,0,1,45.0,7.225,1,False,False
648,3,0,0,0,21.0,7.225,0,False,False
649,3,0,0,0,23.0,7.05,0,False,True
650,3,0,0,0,17.0,14.4583,1,False,False
651,3,0,0,0,30.0,7.225,0,False,False
652,3,0,0,0,23.0,7.8542,0,False,True
653,3,0,0,1,13.0,7.2292,1,False,False
654,3,0,0,0,20.0,7.225,0,False,False
655,3,1,0,0,32.0,15.85,0,False,True
656,3,3,0,1,33.0,15.85,1,False,True
657,3,2,1,1,0.75,19.2583,1,False,False
658,3,2,1,1,0.75,19.2583,1,False,False
659,3,2,1,1,5.0,19.2583,1,False,False
660,3,0,3,1,24.0,19.2583,1,False,False
661,3,0,0,1,18.0,8.05,1,False,True
662,3,0,0,0,40.0,7.225,0,False,False
663,3,0,0,0,26.0,7.8958,0,False,True
664,3,0,0,1,20.0,7.2292,0,False,False
665,3,0,1,0,18.0,14.4542,1,False,False
666,3,0,1,0,45.0,14.4542,1,False,False
667,3,0,0,0,27.0,7.8792,1,True,False
668,3,0,0,0,22.0,8.05,0,False,True
669,3,0,0,0,19.0,8.05,0,False,True
670,3,0,0,0,26.0,7.775,0,False,True
671,3,0,0,0,22.0,9.35,0,False,True
672,3,0,0,0,29.8811345124283,7.2292,0,False,False
673,3,0,0,0,20.0,4.0125,0,False,False
674,3,0,0,1,32.0,56.4958,0,False,True
675,3,0,0,0,21.0,7.775,0,False,True
676,3,0,0,0,18.0,7.75,0,False,True
677,3,0,0,0,26.0,7.8958,0,False,True
678,3,1,1,0,6.0,15.2458,0,False,False
679,3,1,1,0,9.0,15.2458,1,False,False
680,3,0,0,0,29.8811345124283,7.225,0,False,False
681,3,0,2,0,29.8811345124283,15.2458,1,False,False
682,3,0,2,0,29.8811345124283,7.75,1,True,False
683,3,1,1,0,40.0,15.5,0,True,False
684,3,1,1,0,32.0,15.5,1,True,False
685,3,0,0,0,21.0,16.1,0,False,True
686,3,0,0,1,22.0,7.725,1,True,False
687,3,0,0,0,20.0,7.8542,1,False,True
688,3,1,0,0,29.0,7.0458,0,False,True
689,3,1,0,0,22.0,7.25,0,False,True
690,3,0,0,0,22.0,7.7958,0,False,True
691,3,0,0,0,35.0,8.05,0,False,True
692,3,0,0,0,18.5,7.2833,1,True,False
693,3,0,0,1,21.0,7.8208,0,True,False
694,3,0,0,0,19.0,6.75,0,True,False
695,3,0,0,0,18.0,7.8792,1,True,False
696,3,0,0,0,21.0,8.6625,1,False,True
697,3,0,0,0,30.0,8.6625,1,False,True
698,3,0,0,0,18.0,8.6625,0,False,True
699,3,0,0,0,38.0,8.6625,0,False,True
700,3,0,0,0,17.0,8.6625,0,False,True
701,3,0,0,0,17.0,8.6625,0,False,True
702,3,0,0,0,21.0,7.75,1,True,False
703,3,0,0,0,21.0,7.75,0,True,False
704,3,0,0,0,21.0,8.05,0,False,True
705,3,1,0,0,29.8811345124283,14.4583,0,False,False
706,3,1,0,0,29.8811345124283,14.4583,1,False,False
707,3,0,0,0,28.0,7.7958,0,False,True
708,3,0,0,0,24.0,7.8542,0,False,True
709,3,0,0,1,16.0,7.75,1,True,False
710,3,0,0,0,37.0,7.75,1,True,False
711,3,0,0,0,28.0,7.25,0,False,True
712,3,0,0,0,24.0,8.05,0,False,True
713,3,0,0,0,21.0,7.7333,0,True,False
714,3,0,0,1,32.0,56.4958,0,False,True
715,3,0,0,0,29.0,8.05,0,False,True
716,3,1,0,0,26.0,14.4542,0,False,False
717,3,1,0,0,18.0,14.4542,0,False,False
718,3,0,0,0,20.0,7.05,0,False,True
719,3,0,0,1,18.0,8.05,0,False,True
720,3,0,0,0,24.0,7.25,0,True,False
721,3,0,0,0,36.0,7.4958,0,False,True
722,3,0,0,0,24.0,7.4958,0,False,True
723,3,0,0,0,31.0,7.7333,0,True,False
724,3,0,0,0,31.0,7.75,0,True,False
725,3,0,0,1,22.0,7.75,1,True,False
726,3,0,0,0,30.0,7.6292,1,True,False
727,3,0,0,0,70.5,7.75,0,True,False
728,3,0,0,0,43.0,8.05,0,False,True
729,3,0,0,0,35.0,7.8958,0,False,True
730,3,0,0,0,27.0,7.8958,0,False,True
731,3,0,0,0,19.0,7.8958,0,False,True
732,3,0,0,0,30.0,8.05,0,False,True
733,3,1,1,1,9.0,15.9,0,False,True
734,3,1,1,1,3.0,15.9,0,False,True
735,3,0,2,1,36.0,15.9,1,False,True
736,3,0,0,0,59.0,7.25,0,False,True
737,3,0,0,0,19.0,8.1583,0,False,True
738,3,0,1,1,17.0,16.1,1,False,True
739,3,0,1,0,44.0,16.1,0,False,True
740,3,0,0,0,17.0,8.6625,0,False,True
741,3,0,0,0,22.5,7.225,0,False,False
742,3,0,0,1,45.0,8.05,0,False,True
743,3,0,0,0,22.0,10.5167,1,False,True
744,3,0,0,0,19.0,10.1708,0,False,True
745,3,0,0,1,30.0,6.95,1,True,False
746,3,0,0,1,29.0,7.75,0,True,False
747,3,0,2,0,0.3333,14.4,0,False,True
748,3,1,1,0,34.0,14.4,0,False,True
749,3,1,1,0,28.0,14.4,1,False,True
750,3,0,0,0,27.0,7.8958,0,False,True
751,3,0,0,0,25.0,7.8958,0,False,True
752,3,2,0,0,24.0,24.15,0,False,True
753,3,0,0,0,22.0,8.05,0,False,True
754,3,2,0,0,21.0,24.15,0,False,True
755,3,2,0,0,17.0,8.05,0,False,True
756,3,1,0,0,29.8811345124283,16.1,0,False,True
757,3,1,0,1,29.8811345124283,16.1,1,False,True
758,3,1,0,1,36.5,17.4,0,False,True
759,3,1,0,1,36.0,17.4,1,False,True
760,3,0,0,1,30.0,9.5,0,False,True
761,3,0,0,0,16.0,9.5,0,False,True
762,3,1,2,1,1.0,20.575,0,False,True
763,3,1,2,1,0.1667,20.575,1,False,True
764,3,1,2,0,26.0,20.575,0,False,True
765,3,1,2,1,33.0,20.575,1,False,True
766,3,0,0,0,25.0,7.8958,0,False,True
767,3,0,0,0,29.8811345124283,7.8958,0,False,True
768,3,0,0,0,29.8811345124283,7.8958,0,False,True
769,3,0,0,0,22.0,7.25,0,False,True
770,3,0,0,0,36.0,7.25,0,False,True
771,3,0,0,1,19.0,7.8792,1,True,False
772,3,0,0,0,17.0,7.8958,0,False,True
773,3,0,0,0,42.0,8.6625,0,False,True
774,3,0,0,0,43.0,7.8958,0,False,True
775,3,0,0,0,29.8811345124283,7.2292,0,False,False
776,3,0,0,0,32.0,7.75,0,True,False
777,3,0,0,1,19.0,8.05,0,False,True
778,3,0,0,1,30.0,12.475,1,False,True
779,3,0,0,0,24.0,7.75,1,True,False
780,3,0,0,1,23.0,8.05,1,False,True
781,3,0,0,0,33.0,7.8958,0,False,False
782,3,0,0,0,65.0,7.75,0,True,False
783,3,0,0,1,24.0,7.55,0,False,True
784,3,1,0,0,23.0,13.9,0,False,True
785,3,1,0,1,22.0,13.9,1,False,True
786,3,0,0,0,18.0,7.775,0,False,True
787,3,0,0,0,16.0,7.775,0,False,True
788,3,0,0,0,45.0,6.975,0,False,True
789,3,0,0,0,29.8811345124283,7.225,0,False,False
790,3,0,2,0,39.0,7.2292,0,False,False
791,3,1,1,0,17.0,7.2292,0,False,False
792,3,1,1,0,15.0,7.2292,0,False,False
793,3,0,0,0,47.0,7.25,0,False,True
794,3,0,0,1,5.0,12.475,1,False,True
795,3,0,0,0,29.8811345124283,7.225,0,False,False
796,3,0,0,0,40.5,15.1,0,False,True
797,3,0,0,0,40.5,7.75,0,True,False
798,3,0,0,1,29.8811345124283,7.05,0,False,True
799,3,0,0,0,18.0,7.7958,0,False,True
800,3,0,0,0,29.8811345124283,7.75,1,True,False
801,3,0,0,0,29.8811345124283,7.75,0,True,False
802,3,0,0,0,29.8811345124283,6.95,0,True,False
803,3,0,0,0,26.0,7.8792,0,True,False
804,3,0,0,0,29.8811345124283,7.75,0,True,False
805,3,0,0,1,29.8811345124283,56.4958,0,False,True
806,3,2,2,0,21.0,34.375,1,False,True
807,3,2,2,0,9.0,34.375,1,False,True
808,3,0,0,0,29.8811345124283,8.05,0,False,True
809,3,2,2,0,18.0,34.375,0,False,True
810,3,1,3,0,16.0,34.375,0,False,True
811,3,1,3,0,48.0,34.375,1,False,True
812,3,0,0,0,29.8811345124283,7.75,0,True,False
813,3,0,0,0,29.8811345124283,7.25,0,False,True
814,3,0,0,0,25.0,7.7417,0,True,False
815,3,0,0,0,29.8811345124283,14.5,0,False,True
816,3,0,0,0,29.8811345124283,7.8958,0,False,False
817,3,0,0,0,22.0,8.05,0,False,True
818,3,0,0,1,16.0,7.7333,1,True,False
819,3,0,0,1,29.8811345124283,7.75,1,True,False
820,3,0,2,1,9.0,20.525,0,False,True
821,3,1,1,0,33.0,20.525,0,False,True
822,3,0,0,0,41.0,7.85,0,False,True
823,3,1,1,1,31.0,20.525,1,False,True
824,3,0,0,0,38.0,7.05,0,False,True
825,3,5,2,0,9.0,46.9,0,False,True
826,3,5,2,0,1.0,46.9,0,False,True
827,3,5,2,0,11.0,46.9,0,False,True
828,3,5,2,0,10.0,46.9,1,False,True
829,3,5,2,0,16.0,46.9,1,False,True
830,3,5,2,0,14.0,46.9,0,False,True
831,3,1,6,0,40.0,46.9,0,False,True
832,3,1,6,0,43.0,46.9,1,False,True
833,3,0,0,0,51.0,8.05,0,False,True
834,3,0,0,0,32.0,8.3625,0,False,True
835,3,0,0,0,29.8811345124283,8.05,0,False,True
836,3,0,0,0,20.0,9.8458,0,False,True
837,3,2,0,0,37.0,7.925,0,False,True
838,3,2,0,0,28.0,7.925,0,False,True
839,3,0,0,0,19.0,7.775,0,False,True
840,3,0,0,0,24.0,8.85,1,False,True
841,3,0,0,0,17.0,7.7333,1,True,False
842,3,1,0,0,29.8811345124283,19.9667,0,False,True
843,3,1,0,0,29.8811345124283,19.9667,0,False,True
844,3,1,0,0,28.0,15.85,0,False,True
845,3,1,0,1,24.0,15.85,1,False,True
846,3,0,0,0,20.0,9.5,0,False,True
847,3,0,0,0,23.5,7.2292,0,False,False
848,3,2,0,0,41.0,14.1083,0,False,True
849,3,1,0,0,26.0,7.8542,0,False,True
850,3,0,0,0,21.0,7.8542,0,False,True
851,3,1,0,1,45.0,14.1083,1,False,True
852,3,0,0,0,29.8811345124283,7.55,1,False,True
853,3,0,0,0,25.0,7.25,0,False,True
854,3,0,0,0,29.8811345124283,6.8583,0,True,False
855,3,0,0,0,11.0,18.7875,0,False,False
856,3,0,0,1,29.8811345124283,7.75,1,True,False
857,3,0,0,1,27.0,6.975,0,False,True
858,3,0,0,1,29.8811345124283,56.4958,0,False,True
859,3,0,0,0,18.0,6.75,1,True,False
860,3,0,0,1,26.0,7.925,1,False,True
861,3,0,0,0,23.0,7.925,1,False,True
862,3,0,0,1,22.0,8.9625,1,False,True
863,3,0,0,0,28.0,7.8958,0,False,True
864,3,0,0,0,28.0,7.775,1,False,True
865,3,0,0,0,29.8811345124283,7.75,1,True,False
866,3,0,1,1,2.0,12.2875,1,False,True
867,3,1,1,1,22.0,12.2875,1,False,True
868,3,0,0,0,43.0,6.45,0,False,True
869,3,0,0,0,28.0,22.525,0,False,True
870,3,0,0,1,27.0,7.925,1,False,True
871,3,0,0,0,29.8811345124283,7.75,0,True,False
872,3,0,0,1,29.8811345124283,8.05,1,False,True
873,3,0,0,0,42.0,7.65,0,False,True
874,3,0,0,1,29.8811345124283,7.8875,0,False,True
875,3,0,0,0,30.0,7.2292,0,False,False
876,3,0,0,0,29.8811345124283,7.8958,0,False,True
877,3,1,0,0,27.0,7.925,1,False,True
878,3,1,0,0,25.0,7.925,1,False,True
879,3,0,0,0,29.8811345124283,7.8958,0,False,True
880,3,0,0,1,29.0,7.8958,0,False,False
881,3,0,0,1,21.0,7.7958,0,False,True
882,3,0,0,0,29.8811345124283,7.05,0,False,True
883,3,0,0,0,20.0,7.8542,0,False,True
884,3,0,0,0,48.0,7.8542,0,False,True
885,3,1,0,0,17.0,7.0542,0,False,True
886,3,0,0,1,29.8811345124283,7.75,1,True,False
887,3,0,0,1,29.8811345124283,8.1125,0,False,True
888,3,0,0,0,34.0,6.4958,0,False,True
889,3,0,0,1,26.0,7.775,0,False,True
890,3,0,0,0,22.0,7.7958,0,False,True
891,3,0,0,0,33.0,8.6542,0,False,True
892,3,0,0,0,31.0,7.775,0,False,True
893,3,0,0,0,29.0,7.8542,0,False,True
894,3,1,1,1,4.0,11.1333,0,False,True
895,3,1,1,1,1.0,11.1333,1,False,True
896,3,0,0,0,49.0,0.0,0,False,True
897,3,0,0,0,33.0,7.775,0,False,True
898,3,0,0,0,19.0,0.0,0,False,True
899,3,0,2,1,27.0,11.1333,1,False,True
900,3,1,2,0,29.8811345124283,23.45,0,False,True
901,3,1,2,0,29.8811345124283,23.45,1,False,True
902,3,1,2,0,29.8811345124283,23.45,0,False,True
903,3,1,2,0,29.8811345124283,23.45,1,False,True
904,3,0,0,0,23.0,7.8958,0,False,True
905,3,0,0,1,32.0,7.8542,0,False,True
906,3,0,0,0,27.0,7.8542,0,False,True
907,3,1,0,0,20.0,9.825,1,False,True
908,3,1,0,0,21.0,9.825,1,False,True
909,3,0,0,1,32.0,7.925,0,False,True
910,3,0,0,0,17.0,7.125,0,False,True
911,3,0,0,0,21.0,8.4333,0,False,True
912,3,0,0,0,30.0,7.8958,0,False,True
913,3,0,0,1,21.0,7.7958,0,False,True
914,3,0,0,0,33.0,7.8542,0,False,True
915,3,0,0,0,22.0,7.5208,0,False,True
916,3,0,1,1,4.0,13.4167,1,False,False
917,3,0,1,1,39.0,13.4167,0,False,False
918,3,0,0,0,29.8811345124283,7.2292,0,False,False
919,3,0,0,0,18.5,7.2292,0,False,False
920,3,0,0,0,29.8811345124283,7.75,0,True,False
921,3,0,0,0,29.8811345124283,7.25,0,False,True
922,3,0,0,1,29.8811345124283,7.75,1,True,False
923,3,0,0,1,29.8811345124283,7.75,1,True,False
924,3,0,0,0,34.5,7.8292,0,True,False
925,3,0,0,0,44.0,8.05,0,False,True
926,3,0,0,1,29.8811345124283,7.75,0,True,False
927,3,1,0,0,29.8811345124283,14.4542,0,False,False
928,3,1,0,0,29.8811345124283,14.4542,1,False,False
929,3,1,0,0,29.8811345124283,7.75,0,True,False
930,3,1,0,0,29.8811345124283,7.75,0,True,False
931,3,0,0,0,29.8811345124283,7.7375,0,True,False
932,3,2,0,0,22.0,8.6625,1,False,True
933,3,2,0,0,26.0,8.6625,0,False,True
934,3,0,2,1,4.0,22.025,1,False,True
935,3,3,1,1,29.0,22.025,0,False,True
936,3,1,1,1,26.0,22.025,1,False,True
937,3,1,1,0,1.0,12.1833,1,False,True
938,3,1,1,0,18.0,7.8542,0,False,True
939,3,0,2,0,36.0,12.1833,1,False,True
940,3,0,0,0,29.8811345124283,7.8958,0,False,False
941,3,0,0,1,25.0,7.2292,0,False,False
942,3,0,0,0,29.8811345124283,7.225,0,False,False
943,3,0,0,0,37.0,9.5875,1,False,True
944,3,0,0,0,29.8811345124283,7.8958,0,False,True
945,3,0,0,1,29.8811345124283,56.4958,0,False,True
946,3,0,0,0,29.8811345124283,56.4958,0,False,True
947,3,0,0,1,22.0,7.25,1,False,True
948,3,0,0,0,29.8811345124283,7.75,0,True,False
949,3,0,0,1,26.0,56.4958,0,False,True
950,3,0,0,0,29.0,9.4833,0,False,True
951,3,0,0,0,29.0,7.775,0,False,True
952,3,0,0,0,22.0,7.775,0,False,True
953,3,0,0,1,22.0,7.225,0,False,False
954,3,3,1,0,29.8811345124283,25.4667,0,False,True
955,3,3,1,0,29.8811345124283,25.4667,1,False,True
956,3,3,1,0,29.8811345124283,25.4667,1,False,True
957,3,3,1,0,29.8811345124283,25.4667,1,False,True
958,3,0,4,0,29.8811345124283,25.4667,1,False,True
959,3,0,0,0,32.0,7.925,0,False,True
960,3,0,0,0,34.5,6.4375,0,False,False
961,3,1,0,0,29.8811345124283,15.5,1,True,False
962,3,1,0,0,29.8811345124283,15.5,0,True,False
963,3,0,0,0,36.0,0.0,0,False,True
964,3,0,0,0,39.0,24.15,0,False,True
965,3,0,0,0,24.0,9.5,0,False,True
966,3,0,0,0,25.0,7.775,1,False,True
967,3,0,0,0,45.0,7.75,1,False,True
968,3,1,0,0,36.0,15.55,0,False,True
969,3,1,0,0,30.0,15.55,1,False,True
970,3,1,0,1,20.0,7.925,0,False,True
971,3,0,0,0,29.8811345124283,7.8792,0,True,False
972,3,0,0,0,28.0,56.4958,0,False,True
973,3,0,0,0,29.8811345124283,7.55,0,False,True
974,3,1,0,0,30.0,16.1,0,False,True
975,3,1,0,0,26.0,16.1,1,False,True
976,3,0,0,0,29.8811345124283,7.8792,0,False,True
977,3,0,0,0,20.5,7.25,0,False,True
978,3,0,0,1,27.0,8.6625,0,False,True
979,3,0,0,0,51.0,7.0542,0,False,True
980,3,0,0,1,23.0,7.8542,1,False,True
981,3,0,0,1,32.0,7.5792,0,False,True
982,3,0,0,0,29.8811345124283,7.8958,0,False,True
983,3,0,0,0,29.8811345124283,7.55,0,False,True
984,3,0,0,1,29.8811345124283,7.75,1,True,False
985,3,0,0,1,24.0,7.1417,0,False,True
986,3,0,0,0,22.0,7.125,0,False,True
987,3,0,0,0,29.8811345124283,7.8792,1,True,False
988,3,0,0,0,29.8811345124283,7.75,0,True,False
989,3,0,0,0,29.8811345124283,8.05,0,False,True
990,3,0,0,0,29.0,7.925,0,False,True
991,3,0,0,1,29.8811345124283,7.2292,0,False,False
992,3,0,0,0,30.5,7.75,1,True,False
993,3,0,0,1,29.8811345124283,7.7375,1,True,False
994,3,0,0,0,29.8811345124283,7.2292,0,False,False
995,3,0,0,0,35.0,7.8958,0,False,False
996,3,0,0,0,33.0,7.8958,0,False,True
997,3,0,0,1,29.8811345124283,7.225,1,False,False
998,3,0,0,0,29.8811345124283,7.8958,0,False,False
999,3,0,0,1,29.8811345124283,7.75,1,True,False
1000,3,0,0,1,29.8811345124283,7.75,0,True,False
1001,3,2,0,1,29.8811345124283,23.25,1,True,False
1002,3,2,0,1,29.8811345124283,23.25,1,True,False
1003,3,2,0,1,29.8811345124283,23.25,0,True,False
1004,3,0,0,1,29.8811345124283,7.7875,1,True,False
1005,3,0,0,0,29.8811345124283,15.5,0,True,False
1006,3,0,0,1,29.8811345124283,7.8792,1,True,False
1007,3,0,0,1,15.0,8.0292,1,True,False
1008,3,0,0,0,35.0,7.75,1,True,False
1009,3,0,0,0,29.8811345124283,7.75,0,True,False
1010,3,1,0,0,24.0,16.1,0,False,True
1011,3,1,0,0,19.0,16.1,1,False,True
1012,3,0,0,0,29.8811345124283,7.75,1,True,False
1013,3,0,0,0,29.8811345124283,8.05,1,False,True
1014,3,0,0,0,29.8811345124283,8.05,1,False,True
1015,3,0,0,0,55.5,8.05,0,False,True
1016,3,0,0,0,29.8811345124283,7.75,0,True,False
1017,3,0,0,1,21.0,7.775,0,False,True
1018,3,0,0,0,29.8811345124283,8.05,0,False,True
1019,3,0,0,0,24.0,7.8958,0,False,True
1020,3,0,0,0,21.0,7.8958,0,False,True
1021,3,0,0,0,28.0,7.8958,0,False,True
1022,3,0,0,0,29.8811345124283,7.8958,0,False,True
1023,3,0,0,1,29.8811345124283,7.8792,1,True,False
1024,3,0,0,0,25.0,7.65,0,False,True
1025,3,0,1,1,6.0,12.475,0,False,True
1026,3,0,1,1,27.0,12.475,1,False,True
1027,3,0,0,0,29.8811345124283,8.05,0,False,True
1028,3,1,0,1,29.8811345124283,24.15,1,True,False
1029,3,1,0,0,29.8811345124283,24.15,0,True,False
1030,3,0,0,0,29.8811345124283,8.4583,0,True,False
1031,3,0,0,0,34.0,8.05,0,False,True
1032,3,0,0,0,29.8811345124283,7.75,0,True,False
1033,3,0,0,1,29.8811345124283,7.775,0,False,True
1034,3,1,1,1,29.8811345124283,15.2458,0,False,False
1035,3,1,1,1,29.8811345124283,15.2458,0,False,False
1036,3,0,2,1,29.8811345124283,15.2458,1,False,False
1037,3,0,0,1,29.8811345124283,7.2292,1,False,False
1038,3,0,0,0,29.8811345124283,8.05,0,False,True
1039,3,0,0,1,29.8811345124283,7.7333,1,True,False
1040,3,0,0,1,24.0,7.75,1,True,False
1041,3,0,0,0,29.8811345124283,8.05,0,False,True
1042,3,1,0,1,29.8811345124283,15.5,1,True,False
1043,3,1,0,1,29.8811345124283,15.5,1,True,False
1044,3,0,0,1,29.8811345124283,15.5,1,True,False
1045,3,0,0,0,18.0,7.75,0,False,True
1046,3,0,0,0,22.0,7.8958,0,False,True
1047,3,0,0,1,15.0,7.225,1,False,False
1048,3,0,2,1,1.0,15.7417,1,False,False
1049,3,1,1,1,20.0,15.7417,0,False,False
1050,3,1,1,1,19.0,15.7417,1,False,False
1051,3,0,0,0,33.0,8.05,0,False,True
1052,3,0,0,0,29.8811345124283,7.8958,0,False,True
1053,3,0,0,0,29.8811345124283,7.2292,0,False,False
1054,3,0,0,0,29.8811345124283,7.75,1,True,False
1055,3,0,0,0,29.8811345124283,7.8958,0,False,True
1056,3,1,0,1,12.0,11.2417,0,False,False
1057,3,1,0,1,14.0,11.2417,1,False,False
1058,3,0,0,0,29.0,7.925,1,False,True
1059,3,0,0,0,28.0,8.05,0,False,True
1060,3,0,0,1,18.0,7.775,1,False,True
1061,3,0,0,1,26.0,7.8542,1,False,True
1062,3,0,0,0,21.0,7.8542,0,False,True
1063,3,0,0,0,41.0,7.125,0,False,True
1064,3,0,0,1,39.0,7.925,0,False,True
1065,3,0,0,0,21.0,7.8,0,False,True
1066,3,0,0,0,28.5,7.2292,0,False,False
1067,3,0,0,1,22.0,7.75,1,False,True
1068,3,0,0,0,61.0,6.2375,0,False,True
1069,3,1,0,0,29.8811345124283,15.5,0,True,False
1070,3,0,0,0,29.8811345124283,7.8292,0,True,False
1071,3,1,0,1,29.8811345124283,15.5,1,True,False
1072,3,0,0,0,29.8811345124283,7.7333,0,True,False
1073,3,0,0,0,29.8811345124283,7.75,0,True,False
1074,3,0,0,0,29.8811345124283,7.75,0,True,False
1075,3,0,0,0,23.0,9.225,0,False,True
1076,3,0,0,0,29.8811345124283,7.75,1,True,False
1077,3,0,0,1,29.8811345124283,7.75,1,True,False
1078,3,0,0,1,29.8811345124283,7.8792,1,True,False
1079,3,0,0,1,22.0,7.775,1,False,True
1080,3,0,0,1,29.8811345124283,7.75,0,True,False
1081,3,0,0,1,29.8811345124283,7.8292,1,True,False
1082,3,0,1,1,9.0,3.1708,0,False,True
1083,3,0,0,0,28.0,22.525,0,False,True
1084,3,0,1,0,42.0,8.4042,0,False,True
1085,3,0,0,0,29.8811345124283,7.3125,0,False,True
1086,3,0,0,0,31.0,7.8542,1,False,True
1087,3,0,0,0,28.0,7.8542,0,False,True
1088,3,0,0,1,32.0,7.775,0,False,True
1089,3,0,0,0,20.0,9.225,0,False,True
1090,3,0,0,0,23.0,8.6625,1,False,True
1091,3,0,0,0,20.0,8.6625,1,False,True
1092,3,0,0,0,20.0,8.6625,0,False,True
1093,3,0,0,0,16.0,9.2167,0,False,True
1094,3,0,0,1,31.0,8.6833,1,False,True
1095,3,0,0,0,29.8811345124283,7.6292,1,True,False
1096,3,3,1,0,2.0,21.075,0,False,True
1097,3,3,1,0,6.0,21.075,0,False,True
1098,3,3,1,0,3.0,21.075,1,False,True
1099,3,3,1,0,8.0,21.075,1,False,True
1100,3,0,4,0,29.0,21.075,1,False,True
1101,3,4,1,0,1.0,39.6875,0,False,True
1102,3,4,1,0,7.0,39.6875,0,False,True
1103,3,4,1,0,2.0,39.6875,0,False,True
1104,3,4,1,0,16.0,39.6875,0,False,True
1105,3,4,1,0,14.0,39.6875,0,False,True
1106,3,0,5,0,41.0,39.6875,1,False,True
1107,3,0,0,0,21.0,8.6625,0,False,True
1108,3,0,0,0,19.0,14.5,0,False,True
